timestamp,temperature_evaporator,temperature_internal,ambient_temperature,humidity_internal,pressure_refrigerant,current_compressor,vibration_level,gas_leak_level,compressor_status,compressor_cycle_time,energy_consumption,temperature_gradient,pressure_trend,part_at_risk,condition,sensor_column
2025-01-05 19:37:00+05:30,-1.0,-15.0,4.86,41.34,147.23,1.5,0.21,0.01,False,569,0.22,-0.61,10.0,Freezer Compartment,Warning,temperature_internal
2025-01-05 19:52:00+05:30,-1.0,-15.0,5.0,41.62,146.21,1.5,0.2,0.01,True,577,0.22,-0.5,8.89,Freezer Compartment,Warning,temperature_internal
2025-01-05 20:07:00+05:30,-1.1,-15.0,5.0,40.04,148.2,1.5,0.2,0.01,False,580,0.23,-0.39,9.55,Freezer Compartment,Warning,temperature_internal
2025-01-05 20:22:00+05:30,-0.509651720188955,-14.409878778049599,5.963895264178193,39.5,141.56,2.0546287173513127,0.35255445373930316,0.04656833031548977,False,585,0.25,-0.31,8.25,Freezer Compartment,Critical,temperature_internal
2025-01-05 20:37:00+05:30,-1.0,-15.0,5.0,39.07,130.87,1.5,0.18,0.01,False,572,0.25,-0.36,8.35,Freezer Compartment,Warning,temperature_internal
2025-01-05 20:52:00+05:30,0.31349982861195347,-14.145521182211368,5.915290551441032,38.95,133.13,2.334973061860934,0.4535943389541208,0.09154902745999981,False,559,0.28,-0.37,8.05,Evaporator Coil,Critical,temperature_evaporator
2025-01-05 21:07:00+05:30,-1.0,-15.0,5.0,38.69,128.15,1.5,0.2,0.01,True,559,0.27,-0.47,8.47,Freezer Compartment,Warning,temperature_internal
2025-01-05 21:22:00+05:30,-1.04,-15.0,4.92,37.98,129.01,1.5,0.21,0.01,True,547,0.29,-0.5,9.94,Freezer Compartment,Warning,temperature_internal
2025-01-05 21:37:00+05:30,-1.09,-15.29,5.0,37.5,123.18,1.5,0.19,0.01,False,554,0.27,-0.56,10.0,Freezer Compartment,Warning,temperature_internal
2025-01-05 21:52:00+05:30,-1.09,-15.78,4.93,36.77,119.74,1.5,0.19,0.01,False,546,0.3,-0.41,9.83,Freezer Compartment,Warning,temperature_internal
2025-01-05 22:07:00+05:30,-1.08,-15.88,4.67,38.12,114.47,1.38,0.2,0.01,False,523,0.33,-0.47,10.0,Freezer Compartment,Warning,temperature_internal
2025-01-05 22:22:00+05:30,-1.1,-15.93,4.79,37.19,118.48,1.35,0.2,0.01,False,518,0.34,-0.57,10.0,Freezer Compartment,Warning,temperature_internal
2025-01-05 22:37:00+05:30,-1.0,-15.67,5.0,35.82,114.02,1.3,0.21,0.01,True,528,0.36,-0.52,10.0,Freezer Compartment,Warning,temperature_internal
2025-01-05 22:52:00+05:30,-1.0,-15.54,4.79,35.99,126.73,1.3,0.22,0.01,True,525,0.39,-0.46,9.41,Freezer Compartment,Warning,temperature_internal
2025-01-05 23:07:00+05:30,-1.0,-15.36,4.84,36.88,125.14,1.25,0.22,0.01,True,558,0.4,-0.46,10.0,Freezer Compartment,Warning,temperature_internal
2025-01-05 23:22:00+05:30,-1.02,-15.45,4.81,35.48,124.04,1.26,0.19,0.01,False,562,0.4,-0.44,9.38,Freezer Compartment,Warning,temperature_internal
2025-01-05 23:37:00+05:30,-1.02,-15.6,4.97,35.24,126.6,1.23,0.21,0.01,True,560,0.37,-0.61,8.03,Freezer Compartment,Warning,temperature_internal
2025-01-05 23:52:00+05:30,-1.11,-15.42,4.88,35.49,128.19,1.29,0.18,0.01,True,504,0.38,-0.7,6.5,Freezer Compartment,Warning,temperature_internal
2025-01-06 00:07:00+05:30,-0.5563738739740862,-14.775622782454466,5.232115723849996,35.31,131.24,1.4284830496213359,0.27439860539918426,0.07106704993896626,True,506,0.4,-0.74,6.87,Freezer Compartment,Critical,temperature_internal
2025-01-06 00:22:00+05:30,-1.0,-15.0,5.0,35.1,130.0,1.44,0.19,0.01,True,501,0.39,-0.81,5.42,Freezer Compartment,Warning,temperature_internal
2025-01-06 00:37:00+05:30,-1.0,-15.28,5.0,36.28,127.97,1.44,0.21,0.01,True,503,0.37,-0.97,5.68,Freezer Compartment,Warning,temperature_internal
2025-01-06 00:52:00+05:30,-1.03,-15.09,5.0,34.63,132.06,1.32,0.21,0.01,True,491,0.37,-0.85,6.24,Freezer Compartment,Warning,temperature_internal
2025-01-06 01:07:00+05:30,-1.0,-15.06,4.93,34.95,128.26,1.35,0.2,0.01,False,511,0.36,-0.8,5.8,Freezer Compartment,Warning,temperature_internal
2025-01-06 01:22:00+05:30,-1.0,-15.27,4.66,35.01,128.84,1.31,0.21,0.01,False,514,0.36,-0.77,4.59,Freezer Compartment,Warning,temperature_internal
2025-01-06 01:37:00+05:30,-1.03,-15.11,4.66,35.97,141.24,1.33,0.21,0.01,True,516,0.37,-0.82,4.34,Freezer Compartment,Warning,temperature_internal
2025-01-06 01:52:00+05:30,-1.01,-15.37,4.47,34.71,142.36,1.29,0.19,0.01,True,524,0.39,-0.89,0.77,Freezer Compartment,Warning,temperature_internal
2025-01-06 02:07:00+05:30,-0.11381051027155187,-14.758830761230298,6.091410479125561,33.37,143.15,1.6801241388189467,0.5063801518874572,0.07527327144537596,False,508,0.41,-0.91,1.6,Evaporator Coil,Warning,temperature_evaporator
2025-01-06 02:22:00+05:30,-0.29564973507753034,-14.455085746101622,6.049372834266445,31.99,140.37,1.8324586660896665,0.3061817572424796,0.06320321563029756,False,512,0.38,-0.86,0.93,Evaporator Coil,Warning,temperature_evaporator
2025-01-06 02:37:00+05:30,-1.0,-15.0,5.0,33.02,147.99,1.5,0.19,0.01,True,535,0.37,-0.74,1.1,Freezer Compartment,Warning,temperature_internal
2025-01-06 02:52:00+05:30,-1.03,-15.0,5.0,32.63,141.26,1.5,0.22,0.01,False,551,0.39,-0.66,2.87,Freezer Compartment,Warning,temperature_internal
2025-01-06 03:07:00+05:30,-1.04,-15.0,5.0,32.99,142.75,1.5,0.19,0.01,True,533,0.4,-0.63,2.55,Freezer Compartment,Warning,temperature_internal
2025-01-06 03:22:00+05:30,-0.5526633598273156,-15.075977363195607,5.403267670584871,33.93,142.8,1.9313815949840185,0.2686413748965646,0.0761435723071536,False,540,0.39,-0.6,2.29,Freezer Compartment,Warning,temperature_internal
2025-01-06 03:37:00+05:30,-1.0,-15.0,5.0,32.47,140.75,1.5,0.2,0.01,False,564,0.39,-0.74,1.95,Freezer Compartment,Warning,temperature_internal
2025-01-06 03:52:00+05:30,-1.03,-15.03,5.0,33.83,139.74,1.48,0.21,0.01,True,554,0.37,-0.72,1.82,Freezer Compartment,Warning,temperature_internal
2025-01-06 04:07:00+05:30,-1.04,-15.11,5.0,33.56,139.9,1.4,0.2,0.01,False,576,0.39,-0.6,1.7,Freezer Compartment,Warning,temperature_internal
2025-01-06 04:22:00+05:30,-1.08,-15.0,5.0,34.39,134.02,1.5,0.2,0.01,False,584,0.39,-0.55,0.28,Freezer Compartment,Warning,temperature_internal
2025-01-06 04:37:00+05:30,-1.02,-15.0,5.0,33.66,125.32,1.5,0.19,0.01,True,600,0.38,-0.5,1.34,Freezer Compartment,Warning,temperature_internal
2025-01-06 04:52:00+05:30,-0.4454402190814849,-14.50319305179121,5.884250786238942,34.9,122.87,1.9664621503609117,0.2834112722949132,0.047641082183607214,True,599,0.4,-0.45,2.61,Evaporator Coil,Warning,temperature_evaporator
2025-01-06 05:07:00+05:30,-1.0,-15.0,5.0,34.21,126.84,1.5,0.2,0.01,True,600,0.41,-0.45,4.12,Freezer Compartment,Warning,temperature_internal
2025-01-06 05:22:00+05:30,-1.0,-15.0,5.0,34.59,127.88,1.5,0.2,0.01,False,600,0.4,-0.53,3.28,Freezer Compartment,Warning,temperature_internal
2025-01-06 05:37:00+05:30,-1.03,-15.3,4.99,33.53,124.74,1.48,0.2,0.01,True,568,0.41,-0.59,1.34,Freezer Compartment,Warning,temperature_internal
2025-01-06 05:52:00+05:30,-1.04,-15.28,5.0,32.46,129.77,1.44,0.2,0.01,True,584,0.4,-0.71,1.65,Freezer Compartment,Warning,temperature_internal
2025-01-06 06:07:00+05:30,-1.04,-15.29,5.0,32.44,126.98,1.47,0.19,0.01,False,600,0.35,-0.63,2.52,Freezer Compartment,Warning,temperature_internal
2025-01-06 06:22:00+05:30,-1.09,-15.37,4.87,33.42,126.62,1.5,0.18,0.01,False,573,0.35,-0.49,2.39,Freezer Compartment,Warning,temperature_internal
2025-01-06 06:37:00+05:30,0.1599692330695639,-14.768898990026372,5.598942258235488,33.35,132.92,2.1689324057998887,0.42680619315670065,0.05796012507253525,True,566,0.34,-0.71,1.01,Evaporator Coil,Critical,temperature_evaporator
2025-01-06 06:52:00+05:30,-1.0,-15.0,5.0,34.91,134.56,1.5,0.19,0.01,False,561,0.31,-0.71,2.42,Freezer Compartment,Warning,temperature_internal
2025-01-06 07:07:00+05:30,-1.02,-15.07,5.0,33.58,133.16,1.49,0.2,0.01,True,541,0.31,-0.89,3.75,Freezer Compartment,Warning,temperature_internal
2025-01-06 07:22:00+05:30,-1.09,-15.01,5.0,32.63,133.73,1.48,0.2,0.01,False,554,0.33,-0.87,3.83,Freezer Compartment,Warning,temperature_internal
2025-01-06 07:37:00+05:30,-1.15,-15.04,4.81,32.33,131.31,1.5,0.2,0.01,True,515,0.34,-0.77,3.24,Freezer Compartment,Warning,temperature_internal
2025-01-06 07:52:00+05:30,-0.46101740560128834,-14.211485828841687,5.787613507910145,32.32,132.14,1.852380345309756,0.34160877081405483,0.04948309774876661,True,512,0.31,-0.76,3.53,Evaporator Coil,Warning,temperature_evaporator
2025-01-06 08:07:00+05:30,-1.0,-15.0,5.0,32.16,127.43,1.5,0.2,0.01,False,487,0.3,-0.49,3.7,Freezer Compartment,Warning,temperature_internal
2025-01-06 08:22:00+05:30,-1.0,-15.29,5.0,30.03,121.78,1.5,0.2,0.01,True,473,0.31,-0.39,4.26,Freezer Compartment,Warning,temperature_internal
2025-01-06 08:37:00+05:30,-1.03,-15.05,5.0,30.0,123.3,1.5,0.19,0.01,True,472,0.32,-0.24,5.79,Freezer Compartment,Warning,temperature_internal
2025-01-06 08:52:00+05:30,-1.04,-15.35,5.0,30.48,115.27,1.46,0.22,0.01,False,470,0.31,-0.27,4.22,Freezer Compartment,Warning,temperature_internal
2025-01-06 09:07:00+05:30,-1.04,-15.27,5.0,30.0,114.55,1.36,0.2,0.01,True,470,0.3,-0.21,4.55,Freezer Compartment,Warning,temperature_internal
2025-01-06 09:22:00+05:30,0.5943130937398808,-14.271942522329184,5.992285179618541,32.3,108.33,2.607192854719316,0.45554870762863464,0.1122612041683952,True,484,0.29,-0.18,5.29,Evaporator Coil,Critical,temperature_evaporator
2025-01-06 09:37:00+05:30,-1.0,-15.0,5.0,32.81,107.6,1.5,0.2,0.01,False,501,0.34,0.0,6.02,Freezer Compartment,Warning,temperature_internal
2025-01-06 09:52:00+05:30,-1.04,-15.0,5.0,33.03,112.45,1.48,0.19,0.01,True,511,0.33,0.12,7.08,Freezer Compartment,Warning,temperature_internal
2025-01-06 10:07:00+05:30,-1.04,-15.33,5.0,35.19,108.69,1.5,0.23,0.01,True,509,0.36,0.2,6.65,Freezer Compartment,Warning,temperature_internal
2025-01-06 10:22:00+05:30,-1.01,-15.23,5.0,34.57,112.39,1.45,0.19,0.01,True,513,0.36,0.39,5.89,Freezer Compartment,Warning,temperature_internal
2025-01-06 10:37:00+05:30,-1.0,-15.49,5.0,33.67,105.2,1.34,0.21,0.01,True,498,0.35,0.43,6.64,Freezer Compartment,Warning,temperature_internal
2025-01-06 10:52:00+05:30,-1.0,-15.66,4.81,33.82,105.16,1.39,0.2,0.01,True,489,0.32,0.29,6.76,Freezer Compartment,Warning,temperature_internal
2025-01-06 11:07:00+05:30,-1.0,-15.54,5.0,34.06,105.4,1.41,0.21,0.01,True,502,0.33,0.33,7.75,Freezer Compartment,Warning,temperature_internal
2025-01-06 11:22:00+05:30,-0.2181725962723743,-15.027810258634007,5.967953221204339,35.75,104.66,2.0863223682543017,0.3951809197823412,0.055773199413055904,False,492,0.32,0.16,7.56,Evaporator Coil,Warning,temperature_evaporator
2025-01-06 11:37:00+05:30,-1.0,-15.4,5.0,36.67,103.9,1.5,0.21,0.01,False,507,0.31,0.11,6.9,Freezer Compartment,Warning,temperature_internal
2025-01-06 11:52:00+05:30,-1.0,-15.2,5.0,35.74,110.65,1.46,0.21,0.01,False,517,0.32,0.01,5.58,Freezer Compartment,Warning,temperature_internal
2025-01-06 12:07:00+05:30,-1.05,-15.2,5.0,36.06,107.46,1.5,0.21,0.01,False,548,0.33,0.0,4.09,Freezer Compartment,Warning,temperature_internal
2025-01-06 12:22:00+05:30,-1.04,-15.41,5.0,36.67,110.03,1.46,0.2,0.01,False,528,0.29,-0.05,4.31,Freezer Compartment,Warning,temperature_internal
2025-01-06 12:37:00+05:30,-1.0,-15.2,4.81,39.25,108.89,1.41,0.21,0.01,False,520,0.28,-0.11,4.6,Freezer Compartment,Warning,temperature_internal
2025-01-06 12:52:00+05:30,-1.0,-15.33,4.7,39.42,100.0,1.41,0.2,0.01,True,513,0.31,-0.07,4.37,Freezer Compartment,Warning,temperature_internal
2025-01-06 13:07:00+05:30,-1.07,-15.4,4.6,40.03,103.4,1.39,0.21,0.01,True,519,0.27,0.03,3.0,Freezer Compartment,Warning,temperature_internal
2025-01-06 13:22:00+05:30,-1.14,-15.38,4.61,40.3,100.0,1.5,0.19,0.01,False,520,0.29,0.01,3.62,Freezer Compartment,Warning,temperature_internal
2025-01-06 13:37:00+05:30,-1.14,-15.39,4.67,39.13,100.0,1.49,0.2,0.01,True,525,0.31,-0.01,2.2,Freezer Compartment,Warning,temperature_internal
2025-01-06 13:52:00+05:30,0.027219193930742902,-14.159065840684777,6.2509513531521215,39.11,100.0,2.4217587717441598,0.3479858479318648,0.07084663804040844,False,514,0.28,0.07,2.82,Evaporator Coil,Critical,temperature_evaporator
2025-01-06 14:07:00+05:30,-1.0,-15.05,5.0,39.43,102.48,1.5,0.19,0.01,True,518,0.25,0.2,3.31,Freezer Compartment,Warning,temperature_internal
2025-01-06 14:22:00+05:30,-1.0,-15.0,5.0,40.01,100.0,1.37,0.21,0.01,False,533,0.28,0.18,2.29,Freezer Compartment,Warning,temperature_internal
2025-01-06 14:37:00+05:30,0.2747271257691486,-14.073220938158471,7.221458180296378,40.21,100.0,1.9737131535260135,0.5279114596777383,0.16936915535467378,True,556,0.25,0.14,2.37,Evaporator Coil,Critical,temperature_evaporator
2025-01-06 14:52:00+05:30,-1.0,-15.0,5.0,40.9,111.23,1.5,0.19,0.01,False,538,0.24,0.1,0.33,Freezer Compartment,Warning,temperature_internal
2025-01-06 15:07:00+05:30,-1.0,-15.37,5.0,40.06,112.54,1.5,0.23,0.01,False,507,0.25,0.11,0.29,Freezer Compartment,Warning,temperature_internal
2025-01-06 15:22:00+05:30,-1.07,-15.12,4.94,38.84,111.78,1.43,0.22,0.01,True,517,0.24,0.14,1.64,Freezer Compartment,Warning,temperature_internal
2025-01-06 15:37:00+05:30,-1.13,-15.27,4.94,39.09,116.66,1.38,0.21,0.01,True,522,0.25,0.32,-0.1,Freezer Compartment,Warning,temperature_internal
2025-01-06 15:52:00+05:30,-1.05,-15.42,4.73,37.57,113.95,1.39,0.2,0.01,False,546,0.22,0.33,-1.0,Freezer Compartment,Warning,temperature_internal
2025-01-06 16:07:00+05:30,-1.05,-15.61,4.56,37.28,113.02,1.43,0.2,0.01,False,574,0.28,0.35,-0.78,Freezer Compartment,Warning,temperature_internal
2025-01-06 16:22:00+05:30,-1.04,-15.65,4.5,38.27,109.01,1.48,0.22,0.01,True,589,0.28,0.31,-0.84,Freezer Compartment,Warning,temperature_internal
2025-01-06 16:37:00+05:30,-1.14,-15.37,4.51,38.31,100.0,1.45,0.21,0.01,False,572,0.23,0.3,-1.89,Freezer Compartment,Warning,temperature_internal
2025-01-06 16:52:00+05:30,-1.15,-15.52,4.52,37.54,100.74,1.5,0.19,0.01,True,574,0.24,0.25,-1.84,Freezer Compartment,Warning,temperature_internal
2025-01-06 17:07:00+05:30,-1.21,-15.53,4.48,36.72,102.48,1.42,0.2,0.01,True,560,0.22,0.19,-1.81,Freezer Compartment,Warning,temperature_internal
2025-01-06 17:22:00+05:30,-1.21,-15.21,4.2,36.99,101.22,1.4,0.19,0.01,True,529,0.22,0.06,-1.12,Freezer Compartment,Warning,temperature_internal
2025-01-06 17:37:00+05:30,-0.47430459063323216,-14.458724394862402,4.876395650101803,36.38,104.56,1.7123835141270036,0.3010242168123203,0.0470460495927632,False,534,0.23,-0.02,-1.34,Evaporator Coil,Warning,temperature_evaporator
2025-01-06 17:52:00+05:30,-1.0,-15.0,4.92,35.29,107.24,1.5,0.2,0.01,True,509,0.23,-0.15,-0.98,Freezer Compartment,Warning,temperature_internal
2025-01-06 18:07:00+05:30,-1.02,-15.0,4.74,35.1,116.84,1.5,0.2,0.01,True,511,0.22,-0.21,-1.92,Freezer Compartment,Warning,temperature_internal
2025-01-06 18:22:00+05:30,-1.05,-15.0,4.55,35.63,122.11,1.5,0.17,0.01,False,498,0.21,-0.25,-1.66,Freezer Compartment,Warning,temperature_internal
2025-01-06 18:37:00+05:30,-1.02,-15.18,4.46,35.98,122.13,1.5,0.2,0.01,False,491,0.19,-0.4,-3.32,Freezer Compartment,Warning,temperature_internal
2025-01-06 18:52:00+05:30,-0.3227743485198159,-14.348278978787615,6.081126520820685,35.83,124.03,1.9697025292820358,0.37905857869550663,0.11763777177358486,False,470,0.19,-0.45,-3.93,Evaporator Coil,Warning,temperature_evaporator
2025-01-06 19:07:00+05:30,-1.0,-15.0,5.0,34.82,122.64,1.5,0.19,0.01,True,467,0.19,-0.39,-4.03,Freezer Compartment,Warning,temperature_internal
2025-01-06 19:22:00+05:30,-1.06,-15.0,4.84,35.03,119.61,1.46,0.21,0.01,False,462,0.22,-0.57,-4.78,Freezer Compartment,Warning,temperature_internal
2025-01-06 19:37:00+05:30,-0.06633356928201728,-14.10351148819459,5.813644101773976,35.51,114.54,1.9475521253880363,0.4003949760046429,0.07716329143737115,False,461,0.24,-0.69,-4.29,Evaporator Coil,Warning,temperature_evaporator
2025-01-06 19:52:00+05:30,0.40926796766810747,-13.36731910490439,6.763850126140397,34.15,119.38,1.9609865920761669,0.48307077908982904,0.09594084982763766,True,467,0.22,-0.81,-4.8,Evaporator Coil,Critical,temperature_evaporator
2025-01-06 20:07:00+05:30,-1.0,-15.0,5.0,33.69,112.75,1.5,0.2,0.01,True,473,0.22,-0.81,-4.27,Freezer Compartment,Warning,temperature_internal
2025-01-06 20:22:00+05:30,0.10960524489939538,-14.349120608399966,5.868261379301696,33.8,112.26,1.8681339338571845,0.4074049199672742,0.0731290583079092,True,441,0.19,-0.81,-4.34,Evaporator Coil,Critical,temperature_evaporator
2025-01-06 20:37:00+05:30,-1.0,-15.0,5.0,33.64,109.29,1.5,0.21,0.01,False,448,0.19,-1.0,-2.62,Freezer Compartment,Warning,temperature_internal
2025-01-06 20:52:00+05:30,0.45202745997611027,-14.00933485637361,6.384529674084091,33.96,109.58,2.218886812498635,0.5383573245197888,0.14329214140264304,False,440,0.16,-0.87,-2.37,Evaporator Coil,Critical,temperature_evaporator
2025-01-06 21:07:00+05:30,-1.0,-15.0,5.0,33.86,116.13,1.5,0.2,0.01,True,443,0.18,-1.0,-1.84,Freezer Compartment,Warning,temperature_internal
2025-01-06 21:22:00+05:30,-1.0,-15.13,5.0,34.05,105.71,1.48,0.22,0.01,False,447,0.2,-1.0,-3.61,Freezer Compartment,Warning,temperature_internal
2025-01-06 21:37:00+05:30,-1.0,-15.0,4.83,31.62,106.54,1.49,0.22,0.01,False,447,0.21,-0.99,-2.2,Freezer Compartment,Warning,temperature_internal
2025-01-06 21:52:00+05:30,-1.0,-15.0,5.0,31.61,104.7,1.44,0.19,0.01,True,419,0.25,-0.93,-0.43,Freezer Compartment,Warning,temperature_internal
2025-01-06 22:07:00+05:30,-1.02,-15.0,4.97,31.29,116.33,1.35,0.22,0.01,True,429,0.24,-0.98,0.86,Freezer Compartment,Warning,temperature_internal
2025-01-06 22:22:00+05:30,-1.0,-15.0,5.0,30.0,114.38,1.41,0.21,0.01,False,436,0.24,-0.94,0.59,Freezer Compartment,Warning,temperature_internal
2025-01-06 22:37:00+05:30,0.04904633926020807,-14.24132615214297,6.040140973827562,30.0,115.25,1.693650689152687,0.4611688080783434,0.04549654706991306,True,466,0.24,-1.0,1.49,Evaporator Coil,Critical,temperature_evaporator
2025-01-06 22:52:00+05:30,-1.0,-15.0,5.0,30.09,119.78,1.5,0.21,0.01,True,473,0.28,-0.83,0.43,Freezer Compartment,Warning,temperature_internal
2025-01-06 23:07:00+05:30,-1.0,-15.12,5.0,30.0,121.32,1.5,0.21,0.01,True,482,0.3,-0.91,-0.62,Freezer Compartment,Warning,temperature_internal
2025-01-06 23:22:00+05:30,-1.0,-15.27,4.88,30.0,127.16,1.5,0.2,0.01,True,475,0.31,-0.87,-1.96,Freezer Compartment,Warning,temperature_internal
2025-01-06 23:37:00+05:30,-1.0,-15.5,4.96,30.0,129.04,1.42,0.19,0.01,True,481,0.29,-0.97,-2.86,Freezer Compartment,Warning,temperature_internal
2025-01-06 23:52:00+05:30,-1.04,-15.46,4.75,30.26,135.42,1.5,0.22,0.01,True,467,0.26,-0.8,-1.05,Freezer Compartment,Warning,temperature_internal
2025-01-07 00:07:00+05:30,-1.05,-15.9,4.48,30.78,128.09,1.5,0.19,0.01,True,494,0.25,-0.89,-1.83,Freezer Compartment,Warning,temperature_internal
2025-01-07 00:22:00+05:30,-1.0,-15.95,4.35,30.81,122.07,1.5,0.2,0.01,False,483,0.23,-0.91,0.29,Freezer Compartment,Warning,temperature_internal
2025-01-07 00:37:00+05:30,-1.0,-15.59,4.4,30.0,115.41,1.48,0.21,0.01,False,470,0.24,-0.97,0.7,Freezer Compartment,Warning,temperature_internal
2025-01-07 00:52:00+05:30,-1.0,-15.04,4.34,30.37,120.25,1.5,0.2,0.01,True,475,0.27,-0.85,0.25,Freezer Compartment,Warning,temperature_internal
2025-01-07 01:07:00+05:30,-1.1,-15.0,4.27,30.06,121.89,1.45,0.19,0.01,False,495,0.27,-0.73,-0.41,Freezer Compartment,Warning,temperature_internal
2025-01-07 01:22:00+05:30,-1.04,-15.01,4.34,30.0,120.63,1.44,0.22,0.01,False,490,0.26,-0.79,-1.58,Freezer Compartment,Warning,temperature_internal
2025-01-07 01:37:00+05:30,-1.1,-15.03,4.2,30.0,117.14,1.45,0.22,0.01,True,513,0.26,-0.98,-1.21,Freezer Compartment,Warning,temperature_internal
2025-01-07 01:52:00+05:30,-1.11,-15.0,4.35,30.24,123.79,1.5,0.2,0.01,True,500,0.25,-0.95,-1.33,Freezer Compartment,Warning,temperature_internal
2025-01-07 02:07:00+05:30,-1.16,-15.0,4.26,30.0,124.27,1.5,0.2,0.01,True,499,0.24,-0.95,-2.74,Freezer Compartment,Warning,temperature_internal
2025-01-07 02:22:00+05:30,-1.09,-15.43,4.39,30.98,129.71,1.5,0.21,0.01,False,510,0.21,-0.89,-3.56,Freezer Compartment,Warning,temperature_internal
2025-01-07 02:37:00+05:30,-1.13,-15.03,4.2,30.14,134.59,1.46,0.19,0.01,True,520,0.21,-0.82,-4.05,Freezer Compartment,Warning,temperature_internal
2025-01-07 02:52:00+05:30,-1.18,-15.52,4.37,31.06,135.13,1.42,0.21,0.01,True,536,0.18,-0.76,-4.33,Freezer Compartment,Warning,temperature_internal
2025-01-07 03:07:00+05:30,-1.24,-15.85,4.4,30.0,121.51,1.4,0.18,0.01,True,530,0.14,-0.77,-4.32,Freezer Compartment,Warning,temperature_internal
2025-01-07 03:22:00+05:30,-1.18,-16.47,4.4,30.0,124.58,1.37,0.23,0.01,False,509,0.16,-0.69,-2.81,Freezer Compartment,Warning,temperature_internal
2025-01-07 03:37:00+05:30,-1.25,-16.5,4.31,30.0,127.67,1.39,0.19,0.01,True,504,0.12,-0.93,-2.2,Freezer Compartment,Warning,temperature_internal
2025-01-07 03:52:00+05:30,-1.25,-16.35,4.7,30.38,136.81,1.46,0.19,0.01,True,480,0.12,-0.9,-3.52,Freezer Compartment,Warning,temperature_internal
2025-01-07 04:07:00+05:30,-1.21,-16.28,4.87,30.04,132.34,1.47,0.22,0.01,True,502,0.13,-1.0,-4.29,Freezer Compartment,Warning,temperature_internal
2025-01-07 04:22:00+05:30,-1.25,-16.39,4.98,30.67,128.66,1.49,0.19,0.01,False,479,0.13,-1.0,-2.57,Freezer Compartment,Warning,temperature_internal
2025-01-07 04:37:00+05:30,-0.36843699869795377,-15.837596029838862,6.29423804775175,30.0,130.84,2.118764586866476,0.3932439375233514,0.048074705809732776,True,475,0.14,-1.0,-3.41,Evaporator Coil,Warning,temperature_evaporator
2025-01-07 04:52:00+05:30,-0.07868807642332176,-14.629697880355952,5.800687571366544,30.0,129.72,2.2264536272303572,0.4146322058487279,0.08814879901353233,False,462,0.11,-0.78,-3.46,Evaporator Coil,Warning,temperature_evaporator
2025-01-07 05:07:00+05:30,-1.0,-15.0,5.0,30.0,127.43,1.5,0.2,0.01,True,454,0.1,-0.73,-1.88,Freezer Compartment,Warning,temperature_internal
2025-01-07 05:22:00+05:30,0.36607896241167204,-13.846198690854669,7.065896559201746,30.38,126.81,2.0951388578952925,0.42546390274513024,0.08842473698481493,False,456,0.1,-0.67,-3.62,Evaporator Coil,Critical,temperature_evaporator
2025-01-07 05:37:00+05:30,-1.0,-15.0,5.0,30.8,128.19,1.5,0.21,0.01,True,463,0.12,-0.58,-4.03,Freezer Compartment,Warning,temperature_internal
2025-01-07 05:52:00+05:30,-0.3795891356839469,-14.264279465878056,6.438956945522159,30.0,118.22,2.219147511451689,0.46976049651018087,0.1297162318996257,True,476,0.14,-0.61,-3.59,Evaporator Coil,Warning,temperature_evaporator
2025-01-07 06:07:00+05:30,-1.0,-15.0,5.0,30.0,116.99,1.5,0.21,0.01,True,484,0.16,-0.64,-3.14,Freezer Compartment,Warning,temperature_internal
2025-01-07 06:22:00+05:30,-1.01,-15.09,4.98,30.0,110.7,1.46,0.23,0.01,True,470,0.16,-0.6,-4.97,Freezer Compartment,Warning,temperature_internal
2025-01-07 06:37:00+05:30,-1.0,-15.47,4.9,32.45,100.0,1.49,0.2,0.01,False,483,0.16,-0.52,-4.45,Freezer Compartment,Warning,temperature_internal
2025-01-07 06:52:00+05:30,-1.0,-15.34,4.82,33.3,100.0,1.47,0.2,0.01,False,485,0.17,-0.49,-4.76,Freezer Compartment,Warning,temperature_internal
2025-01-07 07:07:00+05:30,-1.02,-15.17,5.0,33.42,100.0,1.46,0.18,0.01,False,478,0.18,-0.59,-4.19,Freezer Compartment,Warning,temperature_internal
2025-01-07 07:22:00+05:30,-1.0,-15.0,4.91,33.12,102.26,1.5,0.2,0.01,False,456,0.18,-0.46,-2.58,Freezer Compartment,Warning,temperature_internal
2025-01-07 07:37:00+05:30,-1.0,-15.0,4.81,32.49,110.0,1.44,0.2,0.01,True,473,0.16,-0.51,-2.56,Freezer Compartment,Warning,temperature_internal
2025-01-07 07:52:00+05:30,-1.0,-15.0,4.72,32.23,105.94,1.4,0.21,0.01,True,462,0.12,-0.5,-2.38,Freezer Compartment,Warning,temperature_internal
2025-01-07 08:07:00+05:30,0.07277648082234434,-14.356750739492231,5.315844510473824,31.93,112.4,2.0864354846297477,0.4738933964130404,0.06504210239647507,True,465,0.15,-0.49,-3.92,Evaporator Coil,Critical,temperature_evaporator
2025-01-07 08:22:00+05:30,-1.0,-15.0,5.0,32.38,117.4,1.5,0.19,0.01,False,447,0.16,-0.58,-5.46,Freezer Compartment,Warning,temperature_internal
2025-01-07 08:37:00+05:30,-1.0,-15.0,5.0,33.03,113.76,1.44,0.21,0.01,True,448,0.17,-0.61,-5.35,Freezer Compartment,Warning,temperature_internal
